pattern_id,key,left_token_id,right_token_id,distance,left_text,right_text,train_support,valid_support,npmi,heldout_log_rate_diff,document_count,document_coverage,parent_reuse
4141,55985571052,13348,315,1, portion, of,118,30,0.33263088,0.00395287,129,0.01290000,0
4142,7822379968,1865,752,1, made, me,118,26,0.32183724,0.14705371,126,0.01260000,0
4143,2923438344,697,2114,1, your, home,118,27,0.29682134,0.10931338,84,0.00840000,0
4144,36872127708,8791,311,1, meant, to,118,32,0.25553232,0.06058565,133,0.01330000,0
4145,5284825848,1260,702,1, He, has,118,32,0.25484551,0.06058565,134,0.01340000,0
4146,5247078436,1251,1033,1, people, were,118,27,0.21786643,0.10931338,130,0.01300000,0
4147,1304440584,311,3010,1, to, offer,118,32,0.21594648,0.06058565,142,0.01420000,0
4148,7881099592,1879,594,1, world,'s,118,25,0.20699514,0.18627442,122,0.01220000,1
4149,1170219876,279,2265,1, the, title,118,26,0.20630582,0.14705371,133,0.01330000,0
4150,58736666,14,4102,3,/, ,118,21,0.20263148,0.36062781,133,0.01330000,5
4151,17746101484,4231,315,1, age, of,118,36,0.20253755,0.17836869,137,0.01370000,2
4152,3741323308,892,1035,1, which, would,118,43,0.19471370,0.35604987,152,0.01520000,0
4153,2399150556,572,2167,1, was, really,118,24,0.19023654,0.22709642,133,0.01330000,0
4154,4634708632,1105,678,1, them, all,118,27,0.17899704,0.10931338,136,0.01360000,0
4155,3368030412,803,1075,1, more, like,118,31,0.17891874,0.02883696,142,0.01420000,0
4156,6698305481,1597,498,2, And, you,118,27,0.15763994,0.10931338,137,0.01370000,0
4157,50331722,12,18,3,-,3,118,34,0.15463409,0.12121028,106,0.01060000,0
4158,1799366742,429,2581,3, that, never,118,24,0.15249462,0.22709642,136,0.01360000,0
4159,4634707936,1105,504,1, them, from,118,33,0.14726456,0.09135731,144,0.01440000,0
4160,4634709150,1105,807,3, them, they,118,38,0.14722410,0.23243591,150,0.01500000,0
4161,1107302592,264,1584,1, a, state,118,30,0.14097399,0.00395287,124,0.01240000,0
4162,22120760412,5274,279,1, leave, the,118,36,0.13988507,0.17836869,148,0.01480000,0
4163,1837109286,438,1033,3, as, were,118,27,0.11096806,0.10931338,140,0.01400000,0
4164,1757416120,419,686,1, this, will,118,27,0.10303114,0.10931338,138,0.01380000,0
4165,2764048973,659,659,2, ., .,117,26,0.59045069,0.13854302,76,0.00760000,0
4166,1602251588,382,6865,1,".

",They,117,30,0.36147604,0.00455782,126,0.01260000,0
4167,1921008292,458,4265,1, an, issue,117,24,0.36135954,0.21858573,128,0.01280000,0
4168,1136674376,271,4498,1,"

",When,117,31,0.35154758,0.03734765,140,0.01400000,0
4169,3959432788,944,2453,1,'t, care,117,24,0.34050654,0.21858573,125,0.01250000,1
4170,59932411100,14289,311,1, listening, to,117,38,0.31688468,0.24094660,142,0.01420000,0
4171,8338278036,1988,421,1, But, if,117,30,0.27718865,0.00455782,143,0.01430000,0
4172,1107328780,264,8131,1, a, larger,117,29,0.27202459,0.02934373,134,0.01340000,0
4173,1631589954,389,1424,3, on, hand,117,32,0.27001114,0.06909634,135,0.01350000,0
4174,1304443364,311,3705,1, to, handle,117,26,0.26791456,0.13854302,136,0.01360000,0
4175,1765807606,421,1405,3, if,’t,117,32,0.26130770,0.06909634,129,0.01290000,0
4176,125833456,30,1084,1,?, It,117,38,0.25862850,0.24094660,147,0.01470000,0
4177,2202021408,525,2952,1, are, able,117,25,0.25304195,0.17776373,129,0.01290000,0
4178,3552580112,847,1156,1, my, first,117,23,0.24615435,0.26114534,125,0.01250000,0
4179,1811952145,432,3204,2, it, possible,117,24,0.23939176,0.21858573,133,0.01330000,0
4180,1568689728,374,5008,1, is, quite,117,31,0.23499088,0.03734765,143,0.01430000,0
4181,58720328,14,18,1,/,3,117,42,0.23179939,0.34103006,108,0.01080000,4
4182,922760986,220,3526,3, , million,117,28,0.22850526,0.06443505,110,0.01100000,0
4183,4634710396,1105,1119,1, them, into,117,28,0.22699798,0.06443505,137,0.01370000,0
4184,13933479364,3322,369,1, enough, for,117,21,0.20911119,0.35211712,132,0.01320000,0
4185,1170231036,279,5055,1, the, National,117,30,0.19919013,0.00455782,137,0.01370000,0
4186,1170221940,279,2781,1, the, player,117,23,0.17895664,0.26114534,66,0.00660000,0
4187,1996492280,476,894,1, or, any,117,37,0.17736395,0.21427835,146,0.01460000,0
4188,46156145,11,4700,2,",",’ll,117,34,0.17628861,0.12972097,126,0.01260000,0
4189,2877295156,686,653,1, will, do,117,32,0.17143793,0.06909634,138,0.01380000,0
4190,1170221804,279,2747,1, the, site,117,39,0.15389205,0.26692209,130,0.01300000,0
4191,1811947677,432,2087,2, it, going,117,29,0.15137447,0.02934373,134,0.01340000,1
4192,1304429792,311,312,1, to, re,117,30,0.13881856,0.00455782,135,0.01350000,0
4193,79691810,19,8,3,4,),117,30,0.12516873,0.00455782,118,0.01180000,0
4194,1170236988,279,6543,1, the, blood,117,45,0.11356458,0.41002293,119,0.01190000,0
4195,6002050740,1431,429,1, now, that,117,30,0.10644422,0.00455782,142,0.01420000,0
4196,1170223145,279,3082,2, the, area,117,30,0.10576138,0.00455782,131,0.01310000,0
4197,1602268964,382,11209,1,".

",However,116,27,0.41900152,0.09221895,133,0.01330000,0
4198,1602231828,382,1925,1,".

",On,116,24,0.37850778,0.21000198,130,0.01300000,0
4199,64944604396,15484,315,1, regardless, of,116,27,0.35339023,0.09221895,137,0.01370000,0
4200,3368034092,803,1995,1, more, information,116,26,0.34052136,0.12995928,127,0.01270000,0
4201,67146042,16,9294,3,1, century,116,34,0.33930034,0.13830471,114,0.01140000,0
4202,34812724444,8300,311,1, refer, to,116,26,0.32213150,0.12995928,126,0.01260000,0
4203,39170606300,9339,311,1, thanks, to,116,30,0.29066333,0.01314157,135,0.01350000,0
4204,6274682700,1496,979,1, even, when,116,33,0.26652803,0.10845175,140,0.01400000,0
4205,1170261416,279,12650,1, the, importance,116,32,0.24256411,0.07768009,132,0.01320000,0
4206,4345302084,1036,785,1, “,The,116,36,0.23585659,0.19546312,131,0.01310000,0
4207,36402365676,8679,315,1, fear, of,116,25,0.23554497,0.16917999,120,0.01200000,0
4208,2843744577,678,1616,2, all, way,116,30,0.22660362,0.01314157,143,0.01430000,0
4209,2415924820,576,1429,1, The, most,116,24,0.20037929,0.21000198,133,0.01330000,0
4210,6941574236,1655,279,1,At, the,116,42,0.19700168,0.34961380,152,0.01520000,0
4211,2252347888,537,1660,1, not, being,116,39,0.19591090,0.27550583,150,0.01500000,1
4212,1501571540,358,2677,1, I, always,116,31,0.18579847,0.04593139,138,0.01380000,0
4213,15497954336,3695,264,1, buy, a,116,32,0.18529695,0.07768009,135,0.01350000,0
4214,1501571144,358,2578,1, I, might,116,37,0.17484537,0.22286210,144,0.01440000,0
4215,7314867726,1744,387,3, think, be,116,31,0.17009868,0.04593139,142,0.01420000,0
4216,1354774552,323,3590,1, and, social,116,28,0.16545986,0.05585130,129,0.01290000,0
4217,3959427397,944,1105,2,'t, them,116,25,0.16482310,0.16917999,132,0.01320000,0
4218,1568682362,374,3166,3, is, thing,116,29,0.16034739,0.02075999,141,0.01410000,0
4219,12054430940,2874,311,1, reason, to,116,38,0.14297178,0.24953034,137,0.01370000,0
4220,1799368429,429,3003,2, that,'ve,116,26,0.14241226,0.12995928,135,0.01350000,0
4221,62914618,15,14,3,0,/,116,24,0.14239435,0.21000198,108,0.01080000,2
4222,1170235513,279,6174,2, the, ones,116,33,0.14033057,0.10845175,140,0.01400000,0
4223,1321215709,315,2487,2, of, body,116,25,0.12752607,0.16917999,113,0.01130000,0
4224,1170227933,279,4279,2, the, half,116,28,0.11401987,0.05585130,117,0.01170000,1
4225,11228152865,2677,264,2, always, a,116,22,0.10626173,0.29701336,131,0.01310000,0
4226,47332722432,11285,448,1, familiar, with,115,33,0.41105383,0.11710981,135,0.01350000,0
4227,25820135493,6156,17,2, August,2,115,31,0.38158537,0.05458945,123,0.01230000,7
4228,7352625568,1753,2664,1, much, better,115,41,0.37785016,0.33417431,148,0.01480000,0
4229,67473769692,16087,311,1, opposed, to,115,35,0.32958562,0.17595031,140,0.01400000,1
4230,5284827372,1260,1083,1, He, also,115,26,0.30101296,0.12130121,133,0.01330000,0
4231,3242202164,773,1293,1, so, long,115,42,0.29515001,0.35827187,149,0.01490000,0
4232,4341112548,1035,1977,1, would, say,115,26,0.29510533,0.12130121,133,0.01330000,0
4233,54568736,13,10696,1,., Maybe,115,23,0.28502502,0.24390354,124,0.01240000,0
4234,1501576300,358,3867,1, I, took,115,32,0.24778984,0.08633815,132,0.01320000,0
4235,3959426876,944,975,1,'t, work,115,28,0.23692315,0.04719324,129,0.01290000,0
4236,14910753096,3555,594,1, What,'s,115,46,0.23451306,0.44924364,148,0.01480000,0
4237,2088777440,498,3512,1, you, ever,115,35,0.23210062,0.17595031,127,0.01270000,0
4238,49945772076,11908,11,1,Oh,",",115,43,0.23037655,0.38180236,142,0.01420000,0
4239,1568687148,374,4363,1, is, likely,115,29,0.22490408,0.01210192,132,0.01320000,0
4240,9978251365,2379,537,2, They, not,115,35,0.21622257,0.17595031,136,0.01360000,0
4241,1304449520,311,5244,1, to, focus,115,25,0.21253545,0.16052193,128,0.01280000,0
4242,46159224,11,5470,1,",", March,115,29,0.19217571,0.01210192,115,0.01150000,7
4243,1879055505,448,1828,2, with, own,115,25,0.18881892,0.16052193,135,0.01350000,0
4244,96469784,23,198,1,8,"
",115,27,0.16092077,0.08356089,116,0.01160000,3
4245,18605933601,4436,264,2, isn, a,115,32,0.15462568,0.08633815,139,0.01390000,0
4246,2994737568,714,1128,1, but, what,115,28,0.14331873,0.04719324,141,0.01410000,0
4247,1107310221,264,3491,2, a, problem,115,27,0.14275486,0.08356089,131,0.01310000,0
4248,6446646128,1537,220,1, last, ,115,28,0.13387533,0.04719324,127,0.01270000,0
4249,15057551405,3590,11,2, social,",",115,35,0.10363783,0.17595031,138,0.01380000,0
4250,5284824757,1260,429,2, He, that,115,23,0.10268936,0.24390354,121,0.01210000,0
4251,74830583288,17841,1406,1, Reply,"


",114,26,0.63607347,0.11256753,139,0.01390000,8
4252,125862836,30,8429,1,?, Why,114,21,0.46179321,0.32614163,98,0.00980000,0
4253,2877304784,686,3060,1, will, continue,114,33,0.41860677,0.12584349,136,0.01360000,0
4254,23873980744,5692,594,1, Here,'s,114,30,0.35584983,0.03053331,138,0.01380000,0
4255,1501587300,358,6617,1, I, heard,114,24,0.28010145,0.19261024,120,0.01200000,0
4256,1501583672,358,5710,1, I, wasn,114,29,0.27383509,0.00336824,124,0.01240000,0
4257,15879636736,3786,448,1, together, with,114,24,0.27364271,0.19261024,130,0.01300000,0
4258,1677721682,400,20,3, $,5,114,23,0.26330022,0.23516986,107,0.01070000,0
4259,1170262968,279,13038,1, the, possibility,114,29,0.25524879,0.00336824,138,0.01380000,0
4260,2441093277,582,2087,2, we, going,114,38,0.24819723,0.26692209,131,0.01310000,0
4261,9089060545,2167,944,2, really,'t,114,31,0.23792555,0.06332313,135,0.01350000,0
4262,3179282530,758,24,3, In,9,114,32,0.21826061,0.09507183,120,0.01200000,0
4263,2709526345,646,1490,2, can, see,114,23,0.20855770,0.23516986,126,0.01260000,0
4264,2113935856,504,1660,1, from, being,114,26,0.20812053,0.11256753,138,0.01380000,0
4265,17205041396,4102,1597,1, , And,114,30,0.19328852,0.03053331,93,0.00930000,0
4266,8967423198,2138,311,3, allow, to,114,29,0.19062218,0.00336824,134,0.01340000,0
4267,1170212725,279,477,2, the,est,114,30,0.18288552,0.03053331,134,0.01340000,0
4268,19432211488,4633,264,1, taking, a,114,32,0.18180365,0.09507183,138,0.01380000,0
4269,20048774412,4780,323,1, friends, and,114,32,0.17835197,0.09507183,142,0.01420000,0
4270,1547699776,369,400,1, for, $,114,34,0.17809461,0.15569645,114,0.01140000,0
4271,1170245896,279,8770,1, the, baby,114,21,0.17240656,0.32614163,78,0.00780000,0
4272,25790776413,6149,279,2, middle, the,114,29,0.16520339,0.00336824,137,0.01370000,1
4273,1526726717,364,15,2, ',0,114,25,0.16345987,0.15178825,59,0.00590000,0
4274,1501569065,358,2058,2, I, still,114,33,0.14858292,0.12584349,141,0.01410000,0
4275,3959426621,944,911,2,'t, about,114,27,0.14170614,0.07482721,131,0.01310000,0
4276,1170227740,279,4231,1, the, age,114,32,0.13754707,0.09507183,128,0.01280000,1
4277,1547704816,369,1660,1, for, being,114,31,0.13393514,0.06332313,135,0.01350000,0
4278,125831114,30,498,3,?, you,114,26,0.12140748,0.11256753,120,0.01200000,0
4279,14273216556,3403,11,1, above,",",114,33,0.11789870,0.12584349,134,0.01340000,0
4280,20841496620,4969,11,1, wrong,",",114,22,0.11382977,0.27962162,127,0.01270000,0
4281,1275076013,304,1899,2, in, day,114,28,0.11250693,0.03845956,134,0.01340000,0
4282,4416603840,1053,432,1, said, it,114,31,0.11210377,0.06332313,133,0.01330000,0
4283,91574244858,21833,1406,3,Leave,"


",113,24,0.63979122,0.18379961,137,0.01370000,4
4284,7348432076,1752,2867,1, For, instance,113,24,0.63220801,0.18379961,117,0.01170000,0
4285,151422766784,36102,944,1, ain,'t,113,20,0.54675180,0.36612117,76,0.00760000,0
4286,31113348756,7418,421,1, Even, if,113,33,0.44660690,0.13465412,138,0.01380000,0
4287,12322877833,2938,3170,2, That, why,113,32,0.44238690,0.10388246,130,0.01300000,0
4288,4596970636,1096,3363,1, This, means,113,21,0.40841691,0.31733101,112,0.01120000,0
4289,27900510277,6652,17,2, December,2,113,23,0.38580813,0.22635923,115,0.01150000,7
4290,24192745541,5768,17,2, July,2,113,32,0.37406141,0.10388246,124,0.01240000,7
4291,17205038940,4102,983,1, ,to,113,47,0.36243571,0.48829416,121,0.01210000,0
4292,3841989005,916,1635,2, over, years,113,28,0.32530329,0.02964893,137,0.01370000,0
4293,18865981384,4498,498,1,When, you,113,33,0.28417492,0.13465412,140,0.01400000,0
4294,4987029760,1189,576,1,".""", The,113,28,0.25666739,0.02964893,129,0.01290000,0
4295,16278095300,3881,369,1, known, for,113,30,0.25385015,0.03934394,134,0.01340000,0
4296,1170266824,279,14002,1, the, opposite,113,27,0.24573889,0.06601658,133,0.01330000,0
4297,62917829,15,817,2,0, per,113,33,0.24448706,0.13465412,120,0.01200000,0
4298,24813503708,5916,311,1, starting, to,113,22,0.23439299,0.27081099,122,0.01220000,0
4299,7302285096,1741,458,1, such, an,113,27,0.23287620,0.06601658,136,0.01360000,0
4300,2441090889,582,1490,2, we, see,113,36,0.22757418,0.22166550,136,0.01360000,0
4301,7314868504,1744,582,1, think, we,113,30,0.22596532,0.03934394,133,0.01330000,0
4302,15644755648,3730,432,1, doing, it,113,25,0.21790937,0.14297762,131,0.01310000,0
4303,23009952988,5486,311,1, approach, to,113,22,0.21646377,0.27081099,120,0.01200000,0
4304,13748930505,3278,498,2,'ll, you,113,31,0.20872849,0.07213376,129,0.01290000,0
4305,1275082733,304,3579,2, in, face,113,26,0.20738927,0.10375690,129,0.01290000,0
4306,8766096620,2090,315,1,ness, of,113,20,0.20452830,0.36612117,122,0.01220000,0
4307,46160416,11,5768,1,",", July,113,22,0.19833942,0.27081099,121,0.01210000,6
4308,1275075945,304,1882,2, in, process,113,25,0.18949583,0.14297762,135,0.01350000,0
4309,1623202293,387,1661,2, be, good,113,31,0.17008139,0.07213376,136,0.01360000,0
4310,167773837,40,419,2,I, this,113,21,0.16016154,0.31733101,130,0.01300000,0
4311,1811943356,432,1007,1, it, off,113,24,0.15620733,0.18379961,136,0.01360000,0
4312,1304433952,311,1352,1, to, form,113,22,0.14962419,0.27081099,115,0.01150000,0
4313,15556674592,3709,264,1, getting, a,113,26,0.14260663,0.10375690,134,0.01340000,0
4314,4936697100,1177,323,1, --, and,113,30,0.13448905,0.03934394,114,0.01140000,0
4315,6002050457,1431,358,2, now, I,113,33,0.12894622,0.13465412,139,0.01390000,0
4316,251659120,60,220,1,], ,113,34,0.12673509,0.16450708,47,0.00470000,0
4317,11236541662,2679,311,3,If, to,113,25,0.12517531,0.14297762,131,0.01310000,0
4318,1275077036,304,2155,1, in, different,113,25,0.12090070,0.14297762,123,0.01230000,0
4319,1996490388,476,421,1, or, if,113,27,0.12055033,0.06601658,131,0.01310000,0
4320,3460303384,825,646,1, one, can,113,20,0.11915078,0.36612117,118,0.01180000,0
4321,1811939448,432,30,1, it,?,113,23,0.10883398,0.22635923,124,0.01240000,0
4322,1501566885,358,1513,2, I, don,113,26,0.10721897,0.10375690,131,0.01310000,0
4323,5930747288,1414,358,1, know, I,113,25,0.10600898,0.14297762,129,0.01290000,0
4324,12926846045,3082,279,2, area, the,113,28,0.10219872,0.02964893,129,0.01290000,0
4325,331351481,79,366,2,p, <,112,50,0.63921515,0.55905851,19,0.00190000,0
4326,6077550664,1449,1042,1, every, year,112,33,0.43126786,0.14354307,124,0.01240000,0
4327,16198405657,3862,902,2,There, no,112,26,0.42565722,0.09486796,126,0.01260000,0
4328,12595505236,3003,2581,1,'ve, never,112,30,0.42395209,0.04823289,134,0.01340000,0
4329,9298775108,2217,785,1,".""

",The,112,33,0.39934800,0.14354307,124,0.01240000,0
4330,19377685360,4620,220,1, Nov, ,112,37,0.36358402,0.25795342,62,0.00620000,1
4331,10984886509,2619,1083,2, There, also,112,25,0.35133889,0.13408867,133,0.01330000,0
4332,1136673744,271,4340,1,"

",How,112,22,0.33529389,0.26192204,123,0.01230000,0
4333,2617245856,624,40,1,".
",I,112,44,0.29358972,0.43122514,109,0.01090000,0
4334,54729752,13,50950,1,.," 
",112,21,0.28217157,0.30844206,70,0.00700000,0
4335,1321241908,315,9037,1, of, thousands,112,29,0.26753454,0.01433133,125,0.01250000,0
4336,2373982296,566,1558,1, he, does,112,20,0.26002004,0.35723222,125,0.01250000,0
4337,1304438320,311,2444,1, to, sit,112,29,0.24998794,0.01433133,121,0.01210000,0
4338,2843745496,678,1846,1, all, those,112,39,0.24780147,0.31059715,139,0.01390000,0
4339,2654998908,633,1119,1, get, into,112,32,0.24654628,0.11277141,137,0.01370000,0
4340,1765807344,421,1340,1, if, she,112,31,0.24057001,0.08102271,127,0.01270000,0
4341,4575990068,1091,1101,1, than, just,112,28,0.22861917,0.02075999,134,0.01340000,0
4342,14671676824,3498,358,1, though, I,112,34,0.20506937,0.17339603,136,0.01360000,0
4343,2172654096,518,1156,1, at, first,112,21,0.19795031,0.30844206,124,0.01240000,0
4344,17205035064,4102,14,1, ,/,112,20,0.19650133,0.35723222,130,0.01300000,7
4345,13279167896,3166,358,1, thing, I,112,33,0.18488040,0.14354307,138,0.01380000,0
4346,2252348261,537,1753,2, not, much,112,31,0.18156876,0.08102271,137,0.01370000,0
4347,1107312793,264,4134,2, a, ago,112,26,0.16504989,0.09486796,127,0.01270000,0
4348,1321224968,315,4802,1, of, energy,112,25,0.15934363,0.13408867,107,0.01070000,0
4349,1170235924,279,6277,1, the, military,112,32,0.15326605,0.11277141,101,0.01010000,0
4350,1321214329,315,2142,2, of,ism,112,30,0.14576072,0.04823289,112,0.01120000,0
4351,11236541474,2679,264,3,If, a,112,20,0.14446973,0.35723222,122,0.01220000,0
4352,1170238636,279,6955,1, the, economic,112,24,0.14305772,0.17491067,91,0.00910000,0
4353,9726592093,2319,279,2, version, the,112,31,0.14152070,0.08102271,131,0.01310000,0
4354,2575305269,614,653,2, have, do,112,29,0.11291332,0.01433133,138,0.01380000,0
4355,121635133,29,79,2,>,p,111,46,0.59299677,0.48464557,18,0.00180000,0
4356,1677721613,400,3,2, $,$,111,27,0.58920648,0.04815896,19,0.00190000,0
4357,3590325104,856,220,1, x, ,111,28,0.29334242,0.01179132,63,0.00630000,0
4358,5620373000,1340,1410,1, she, could,111,29,0.28896079,0.02330000,111,0.01110000,0
4359,39267075308,9362,315,1, presence, of,111,24,0.28867771,0.16594200,124,0.01240000,0
4360,7822379780,1865,705,1, made, up,111,29,0.28664178,0.02330000,129,0.01290000,0
4361,54561588,13,8909,1,., Like,111,28,0.26967292,0.01179132,130,0.01300000,0
4362,20690503348,4933,429,1, shows, that,111,33,0.26612705,0.15251174,128,0.01280000,0
4363,28840036020,6876,429,1, knew, that,111,22,0.26065474,0.25295337,123,0.01230000,0
4364,1170270000,279,14796,1, the, river,111,22,0.25943752,0.25295337,78,0.00780000,0
4365,92275017,22,82,2,7,s,111,25,0.24097706,0.12512000,119,0.01190000,4
4366,9151972884,2182,389,1, put, on,111,38,0.23019497,0.29359033,146,0.01460000,0
4367,3783266721,902,1128,2, no, what,111,39,0.22130319,0.31956582,143,0.01430000,0
4368,1275078352,304,2484,1, in, turn,111,29,0.21246366,0.02330000,129,0.01290000,0
4369,1304456184,311,6910,1, to, vote,111,31,0.20957901,0.08999138,100,0.01000000,0
4370,5247077048,1251,686,1, people, will,111,30,0.17959006,0.05720156,135,0.01350000,0
4371,2491425244,594,2167,1,'s, really,111,26,0.17620357,0.08589929,127,0.01270000,0
4372,1170237964,279,6787,1, the, skin,111,26,0.15956486,0.08589929,91,0.00910000,0
4373,1107307752,264,2874,1, a, reason,111,25,0.15851376,0.12512000,121,0.01210000,0
4374,14055112756,3351,13,1, today,.,111,26,0.15454644,0.08589929,132,0.01320000,0
4375,1811945412,432,1521,1, it, did,111,28,0.15426806,0.01179132,135,0.01350000,0
4376,88080417,21,8,2,6,),111,43,0.14071748,0.41720429,111,0.01110000,0
4377,14642315316,3491,13,1, problem,.,111,27,0.14067439,0.04815896,126,0.01260000,0
4378,18643681324,4445,11,1, moment,",",111,29,0.14029733,0.02330000,133,0.01330000,0
4379,1811945974,432,1661,3, it, good,111,26,0.12788196,0.08589929,133,0.01330000,0
4380,2373978330,566,566,3, he, he,111,36,0.12741871,0.23952311,138,0.01380000,0
4381,1107306649,264,2598,2, a, called,111,36,0.12656364,0.23952311,135,0.01350000,0
4382,13044286497,3110,264,2, example, a,111,20,0.12393873,0.34826355,127,0.01270000,0
4383,21638414380,5159,11,1, America,",",111,36,0.12325476,0.23952311,118,0.01180000,0
4384,14105445612,3363,315,1, means, of,111,37,0.12314003,0.26692209,134,0.01340000,1
4385,2654996225,633,448,2, get, with,111,26,0.11572936,0.08589929,132,0.01320000,0
4386,15279850718,3643,311,3, makes, to,111,23,0.11541459,0.20850161,129,0.01290000,0
4387,1107302093,264,1459,2, a, point,111,38,0.11107392,0.29359033,139,0.01390000,0
4388,3762291805,897,279,2, value, the,111,29,0.10790054,0.02330000,125,0.01250000,0
4389,12645827852,3015,323,1, water, and,111,39,0.10557012,0.31956582,130,0.01300000,0
4390,46157045,11,4925,2,",", matter,111,29,0.10541121,0.02330000,132,0.01320000,0
4391,21332230188,5086,11,1, itself,",",111,26,0.10478625,0.08589929,130,0.01300000,0
4392,44363156208,10577,700,1, turns, out,110,31,0.48473123,0.09904121,127,0.01270000,1
4393,5939139929,1416,1366,2, If, want,110,40,0.35030154,0.35393346,135,0.01350000,0
4394,23873980468,5692,525,1, Here, are,110,22,0.34800298,0.24390354,125,0.01250000,0
4395,11370759620,2711,369,1, search, for,110,26,0.31743785,0.07684945,118,0.01180000,0
4396,54561496,13,8886,1,., Each,110,32,0.30404263,0.13078991,125,0.01250000,0
4397,3053457788,728,1119,1, go, into,110,31,0.29829520,0.09904121,137,0.01370000,0
4398,11236542517,2679,525,2,If, are,110,20,0.26235672,0.33921372,119,0.01190000,0
4399,3783267193,902,1246,2, no, how,110,36,0.25876623,0.24857295,137,0.01370000,0
4400,13878952816,3309,220,1, late, ,110,32,0.25846094,0.13078991,128,0.01280000,6
4401,4441773297,1059,1340,2, her, she,110,31,0.25393488,0.09904121,125,0.01250000,0
4402,14365492928,3425,432,1, whether, it,110,27,0.24812652,0.03910912,131,0.01310000,0
4403,54545712,13,4940,1,., Of,110,29,0.23331296,0.03234984,133,0.01330000,1
4404,17205035264,4102,64,1, ,a,110,37,0.22685889,0.27597192,119,0.01190000,0
4405,3615496512,862,1616,1, their, way,110,27,0.21814452,0.03910912,134,0.01340000,0
4406,1304454708,311,6541,1, to, drive,110,30,0.20755635,0.06625139,126,0.01260000,0
4407,46163452,11,6527,1,",", October,110,23,0.20678668,0.19945177,111,0.01110000,7
4408,17205039828,4102,1205,1, , We,110,33,0.20571902,0.16156157,86,0.00860000,0
4409,46151944,11,3650,1,",", except,110,28,0.20449857,0.00274148,133,0.01330000,0
4410,4575988964,1091,825,1, than, one,110,31,0.19759959,0.09904121,136,0.01360000,0
4411,6069157952,1447,16,1,":

",1,110,29,0.19540337,0.03234984,129,0.01290000,0
4412,5226105048,1246,566,1, how, he,110,23,0.19218117,0.19945177,120,0.01200000,0
4413,1304444268,311,3931,1, to, cut,110,25,0.19116206,0.11607016,124,0.01240000,0
4414,28529657068,6802,315,1, picture, of,110,26,0.19063806,0.07684945,119,0.01190000,0
4415,4634708720,1105,700,1, them, out,110,26,0.18794467,0.07684945,125,0.01250000,0
4416,2994737744,714,1172,1, but, only,110,25,0.18570644,0.11607016,130,0.01300000,0
4417,7914652909,1887,315,2, main, of,110,25,0.18241442,0.11607016,123,0.01230000,0
4418,1170242224,279,7852,1, the, poor,110,29,0.17203919,0.03234984,115,0.01150000,0
4419,50331744,12,24,1,-,9,110,31,0.16509589,0.09904121,115,0.01150000,0
4420,8749319405,2086,315,2, second, of,110,27,0.14310219,0.03910912,132,0.01320000,0
4421,16278095068,3881,311,1, known, to,110,46,0.14186346,0.49369541,134,0.01340000,0
4422,5997856012,1430,323,1, try, and,110,31,0.13936304,0.09904121,132,0.01320000,0
4423,4915725836,1172,387,1, only, be,110,37,0.13810335,0.27597192,144,0.01440000,0
4424,46147634,11,2572,3,",",".,",110,30,0.13771571,0.06625139,105,0.01050000,0
4425,6274680777,1496,498,2, even, you,110,25,0.12688357,0.11607016,128,0.01280000,0
4426,46159296,11,5488,1,",", saying,110,30,0.11592684,0.06625139,116,0.01160000,0
4427,8866758708,2114,13,1, home,.,110,34,0.11480871,0.19141453,126,0.01260000,0
4428,1107308920,264,3166,1, a, thing,110,23,0.10361351,0.19945177,124,0.01240000,0
4429,137086636148,32684,1053,1,Anonymous, said,109,42,0.62229288,0.41185611,74,0.00740000,0
4430,104892946,25,8836,3,:, pm,109,32,0.54563348,0.13992240,73,0.00730000,1
4431,78030835392,18604,944,1, hadn,'t,109,44,0.52596929,0.45837613,131,0.01310000,0
4432,13300150289,3171,3076,2, doesn, mean,109,29,0.51561702,0.04148232,129,0.01290000,0
4433,3552603208,847,6930,1, my, favorite,109,26,0.47227964,0.06771697,126,0.01260000,1
4434,1602252304,382,7044,1,".

","""I",109,33,0.42030570,0.17069406,100,0.01000000,0
4435,15506344688,3697,700,1, came, out,109,30,0.35962151,0.07538388,128,0.01280000,0
4436,2738896964,653,4113,1, do, anything,109,28,0.35672957,0.00639100,132,0.01320000,0
4437,15644757012,3730,773,1, doing, so,109,22,0.33756511,0.23477105,124,0.01240000,0
4438,3959435280,944,3076,1,'t, mean,109,32,0.33321663,0.13992240,130,0.01300000,0
4439,1136664868,271,2121,1,"

",As,109,28,0.32758908,0.00639100,130,0.01300000,0
4440,2877302644,686,2525,1, will, come,109,28,0.29376480,0.00639100,133,0.01330000,0
4441,43180360940,10295,315,1, examples, of,109,34,0.28795723,0.20054702,132,0.01320000,0
4442,4915730752,1172,1616,1, only, way,109,22,0.28642980,0.23477105,128,0.01280000,0
4443,75497489,18,4,2,3,%,109,27,0.27544023,0.02997664,109,0.01090000,0
4444,1304472364,311,10955,1, to, worry,109,23,0.26935066,0.19031929,123,0.01230000,0
4445,4412414437,1052,1657,2, there, many,109,28,0.25778314,0.00639100,134,0.01340000,0
4446,18220057792,4344,304,1, changes, in,109,26,0.25053871,0.06771697,122,0.01220000,0
4447,25581061812,6099,429,1, remember, that,109,25,0.24957333,0.10693768,128,0.01280000,0
